nlp_model,model,category_id,question_index,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,synonyms_precision_mean,synonyms_precision_std,synonyms_recall_mean,synonyms_recall_std,synonyms_f1_mean,synonyms_f1_std,synonyms_lemmatized_precision_mean,synonyms_lemmatized_precision_std,synonyms_lemmatized_recall_mean,synonyms_lemmatized_recall_std,synonyms_lemmatized_f1_mean,synonyms_lemmatized_f1_std
en_core_sci_lg,rephrased_true_answers,1,0,0.21634354805086511,0.02400404082081224,0.2222222222222222,0.029607706112288492,0.21921995023260846,0.026687902280764675,0.21634354805086511,0.02400404082081224,0.2222222222222222,0.029607706112288492,0.21921995023260846,0.026687902280764675,0.25630904183535763,0.02289695015140705,0.29411764705882354,0.02941176470588236,0.2738834725136095,0.025584240961990464
en_core_sci_lg,rephrased_true_answers,1,1,0.6666666666666666,0.0,0.8000000000000002,0.0,0.7272727272727272,0.0,0.6666666666666666,0.0,0.8000000000000002,0.0,0.7272727272727272,0.0,0.6666666666666666,0.0,0.8000000000000002,0.0,0.7272727272727272,0.0
en_core_sci_lg,rephrased_true_answers,1,2,0.4358974358974359,0.04441155916843275,0.5151515151515151,0.05248638810814779,0.47222222222222215,0.04811252243246878,0.4358974358974359,0.04441155916843275,0.5151515151515151,0.05248638810814779,0.47222222222222215,0.04811252243246878,0.4358974358974359,0.04441155916843275,0.5151515151515151,0.05248638810814779,0.47222222222222215,0.04811252243246878
en_core_sci_lg,rephrased_true_answers,1,3,0.42857142857142855,0.0,0.42857142857142855,0.0,0.42857142857142855,0.0,0.42857142857142855,0.0,0.42857142857142855,0.0,0.42857142857142855,0.0,0.46428571428571425,0.0,0.46428571428571425,0.0,0.46428571428571425,0.0
en_core_sci_lg,rephrased_true_answers,1,4,0.31055460263007434,0.017017696598390607,0.3983739837398374,0.01408171388267378,0.3488946042137531,0.014383478945697106,0.31055460263007434,0.017017696598390607,0.3983739837398374,0.01408171388267378,0.3488946042137531,0.014383478945697106,0.3166152086906804,0.006527151965500824,0.4166666666666667,0.014433756729740649,0.3596805634157077,0.0052508489837626154
en_core_sci_lg,rephrased_true_answers,1,5,0.3333333333333333,0.0,0.42857142857142855,0.0,0.375,0.0,0.3333333333333333,0.0,0.42857142857142855,0.0,0.375,0.0,0.3333333333333333,0.0,0.5,0.0,0.4000000000000001,0.0
en_core_sci_lg,rephrased_true_answers,1,6,0.19642857142857142,0.015464739353293549,0.3333333333333333,0.0,0.24695652173913044,0.01204904909613129,0.19642857142857142,0.015464739353293549,0.3333333333333333,0.0,0.24695652173913044,0.01204904909613129,0.19642857142857142,0.015464739353293549,0.3333333333333333,0.0,0.24695652173913044,0.01204904909613129
en_core_sci_lg,rephrased_true_answers,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
en_core_sci_lg,rephrased_true_answers,1,8,0.6547619047619048,0.0515491311776452,0.7142857142857143,0.0,0.6825396825396824,0.027492869961410787,0.6547619047619048,0.0515491311776452,0.7142857142857143,0.0,0.6825396825396824,0.027492869961410787,0.6547619047619048,0.0515491311776452,0.7142857142857143,0.0,0.6825396825396824,0.027492869961410787
en_core_sci_lg,rephrased_true_answers,1,9,0.4319187608661293,0.03660558140894327,0.5517241379310346,0.059725889916168166,0.48446578297324566,0.04590077459802901,0.4319187608661293,0.03660558140894327,0.5517241379310346,0.059725889916168166,0.48446578297324566,0.04590077459802901,0.5175438596491229,0.030386856273138266,0.6551724137931035,0.059725889916168166,0.5781859931113663,0.042157838255407816
en_core_sci_lg,rephrased_true_answers,2,0,0.7857142857142857,0.0,0.7333333333333333,0.0,0.7586206896551723,0.0,0.7857142857142857,0.0,0.7333333333333333,0.0,0.7586206896551723,0.0,0.7857142857142857,0.0,0.7333333333333333,0.0,0.7586206896551723,0.0
en_core_sci_lg,rephrased_true_answers,2,1,0.7692307692307693,0.0,0.7692307692307693,0.0,0.7692307692307693,0.0,0.7692307692307693,0.0,0.7692307692307693,0.0,0.7692307692307693,0.0,0.7692307692307693,0.0,0.7692307692307693,0.0,0.7692307692307693,0.0
en_core_sci_lg,rephrased_true_answers,2,2,0.291005291005291,0.11913576983277992,0.5833333333333334,0.14433756729740646,0.38694638694638694,0.13727209197515577,0.291005291005291,0.11913576983277992,0.5833333333333334,0.14433756729740646,0.38694638694638694,0.13727209197515577,0.30952380952380953,0.1030982623552903,0.5833333333333334,0.14433756729740646,0.404040404040404,0.12246823891901151
