nlp_model,model,category_id,question_index,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,synonyms_precision_dict_mean,synonyms_precision_dict_std,synonyms_recall_dict_mean,synonyms_recall_dict_std,synonyms_f1_dict_mean,synonyms_f1_dict_std,synonyms_precision_snomed_mean,synonyms_precision_snomed_std,synonyms_recall_snomed_mean,synonyms_recall_snomed_std,synonyms_f1_snomed_mean,synonyms_f1_snomed_std,synonyms_precision_wn_mean,synonyms_precision_wn_std,synonyms_recall_wn_mean,synonyms_recall_wn_std,synonyms_f1_wn_mean,synonyms_f1_wn_std,synonyms_lemmatized_precision_dict_mean,synonyms_lemmatized_precision_dict_std,synonyms_lemmatized_recall_dict_mean,synonyms_lemmatized_recall_dict_std,synonyms_lemmatized_f1_dict_mean,synonyms_lemmatized_f1_dict_std,synonyms_lemmatized_precision_snomed_mean,synonyms_lemmatized_precision_snomed_std,synonyms_lemmatized_recall_snomed_mean,synonyms_lemmatized_recall_snomed_std,synonyms_lemmatized_f1_snomed_mean,synonyms_lemmatized_f1_snomed_std,synonyms_lemmatized_precision_wn_mean,synonyms_lemmatized_precision_wn_std,synonyms_lemmatized_recall_wn_mean,synonyms_lemmatized_recall_wn_std,synonyms_lemmatized_f1_wn_mean,synonyms_lemmatized_f1_wn_std
en_core_sci_lg,rephrased_true_answers,1,0,0.20758664955070602,0.021456668310222998,0.21025641025641026,0.02808833628231622,0.20886651323360184,0.024718996887051495,0.248395378690629,0.012922931060141783,0.2512820512820513,0.02145282119318141,0.24977231629130361,0.017116074129607778,0.20758664955070602,0.021456668310222998,0.21025641025641026,0.02808833628231622,0.20886651323360184,0.024718996887051495,0.2374839537869063,0.04160829776459551,0.241025641025641,0.04998356074261008,0.23918790070688806,0.04573231745589195,0.340012836970475,0.01678745887348109,0.3941176470588235,0.02630668208823282,0.364984984984985,0.02017310713670174,0.2937997432605905,0.030927354728686757,0.3411764705882353,0.04460514967089146,0.31565165165165165,0.03686701064327119,0.27815147625160463,0.03834886746728351,0.3235294117647059,0.05502437333491092,0.299063063063063,0.045707586983258636
en_core_sci_lg,rephrased_true_answers,1,1,0.6666666666666666,0.0,0.8,0.0,0.7272727272727272,0.0,0.6666666666666666,0.0,0.8,0.0,0.7272727272727272,0.0,0.6666666666666666,0.0,0.8,0.0,0.7272727272727272,0.0,0.6666666666666666,0.0,0.8,0.0,0.7272727272727272,0.0,0.6666666666666666,0.0,0.8,0.0,0.7272727272727272,0.0,0.6666666666666666,0.0,0.8,0.0,0.7272727272727272,0.0,0.6666666666666666,0.0,0.8,0.0,0.7272727272727272,0.0
en_core_sci_lg,rephrased_true_answers,1,2,0.43076923076923085,0.04213250442347431,0.509090909090909,0.0497929597731969,0.4666666666666666,0.045643546458763805,0.43076923076923085,0.04213250442347431,0.509090909090909,0.0497929597731969,0.4666666666666666,0.045643546458763805,0.43076923076923085,0.04213250442347431,0.509090909090909,0.0497929597731969,0.4666666666666666,0.045643546458763805,0.6307692307692307,0.08426500884694862,0.7454545454545455,0.09958591954639387,0.6833333333333333,0.09128709291752772,0.5846153846153846,0.04213250442347437,0.6909090909090909,0.04979295977319692,0.6333333333333334,0.04564354645876389,0.43076923076923085,0.04213250442347431,0.509090909090909,0.0497929597731969,0.4666666666666666,0.045643546458763805,0.6307692307692307,0.08426500884694862,0.7454545454545455,0.09958591954639387,0.6833333333333333,0.09128709291752772
en_core_sci_lg,rephrased_true_answers,1,3,0.4349206349206349,0.00869400884928836,0.42857142857142855,0.0,0.4316883116883116,0.004267967980559725,0.5148148148148148,0.024145194093343172,0.5071428571428571,0.015971914124998494,0.510909090909091,0.019708621262435257,0.47116402116402123,0.009418509586729016,0.4642857142857143,0.0,0.4676623376623377,0.004623631978939695,0.47116402116402123,0.009418509586729016,0.4642857142857143,0.0,0.4676623376623377,0.004623631978939695,0.638095238095238,0.02988071523335985,0.6285714285714286,0.019561519910898845,0.6332467532467533,0.024302549897552362,0.5148148148148148,0.02414519409334314,0.5071428571428571,0.015971914124998498,0.510909090909091,0.019708621262435277,0.5148148148148148,0.02414519409334314,0.5071428571428571,0.015971914124998498,0.510909090909091,0.019708621262435277
en_core_sci_lg,rephrased_true_answers,1,4,0.3433207547169811,0.031131961120430363,0.4341463414634147,0.04691557088212524,0.3833528173953706,0.0374008495023366,0.42860377358490565,0.02868718857226769,0.5414634146341464,0.04007726030525604,0.4783726911386486,0.03270607444824644,0.3433207547169811,0.031131961120430363,0.4341463414634147,0.04691557088212524,0.3833528173953706,0.0374008495023366,0.38996226415094337,0.016950916514033014,0.4926829268292683,0.026718173536837385,0.435258358662614,0.019985929899565606,0.4441509433962264,0.02222253866314786,0.575,0.030618621784789718,0.5010752688172044,0.024540849847489152,0.3433207547169811,0.031131961120430363,0.445,0.04808846015417834,0.38752688172043015,0.03776764263874284,0.38996226415094337,0.016950916514033014,0.505,0.027386127875258338,0.44000000000000006,0.020176378265171446
en_core_sci_lg,rephrased_true_answers,1,5,0.3333333333333333,0.0,0.42857142857142855,0.0,0.375,0.0,0.4444444444444445,0.0,0.5714285714285714,0.0,0.5,0.0,0.3333333333333333,0.0,0.42857142857142855,0.0,0.375,0.0,0.4444444444444445,0.0,0.5714285714285714,0.0,0.5,0.0,0.4444444444444445,0.0,0.6666666666666666,0.0,0.5333333333333333,0.0,0.3333333333333333,0.0,0.5,0.0,0.4,0.0,0.4444444444444445,0.0,0.6666666666666666,0.0,0.5333333333333333,0.0
en_core_sci_lg,rephrased_true_answers,1,6,0.1911904761904762,0.017604361640026444,0.3333333333333333,0.0,0.24261835748792274,0.014294309666841146,0.3186507936507937,0.029340602733377404,0.5555555555555556,0.0,0.40436392914653785,0.023823849444735257,0.1911904761904762,0.017604361640026444,0.3333333333333333,0.0,0.24261835748792274,0.014294309666841146,0.2549206349206349,0.02347248218670192,0.4444444444444445,0.0,0.3234911433172303,0.01905907955578822,0.4965079365079365,0.04805881590135426,0.8666666666666666,0.049690399499995284,0.6303156199677938,0.044963323293573644,0.1911904761904762,0.017604361640026444,0.3333333333333333,0.0,0.24261835748792274,0.014294309666841146,0.2549206349206349,0.02347248218670192,0.4444444444444445,0.0,0.3234911433172303,0.01905907955578822
en_core_sci_lg,rephrased_true_answers,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.2,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
en_core_sci_lg,rephrased_true_answers,1,8,0.6607142857142858,0.048903799777247,0.7142857142857143,0.0,0.6857142857142857,0.026082026547865077,0.7642857142857142,0.05416339602893966,0.8285714285714285,0.06388765649999395,0.7942857142857143,0.051110125199995186,0.6607142857142858,0.048903799777247,0.7142857142857143,0.0,0.6857142857142857,0.026082026547865077,0.6607142857142858,0.048903799777247,0.7142857142857143,0.0,0.6857142857142857,0.026082026547865077,0.7642857142857142,0.05416339602893966,0.8285714285714285,0.06388765649999395,0.7942857142857143,0.051110125199995186,0.6607142857142858,0.048903799777247,0.7142857142857143,0.0,0.6857142857142857,0.026082026547865077,0.6607142857142858,0.048903799777247,0.7142857142857143,0.0,0.6857142857142857,0.026082026547865077
en_core_sci_lg,rephrased_true_answers,1,9,0.4076576576576577,0.005036189138513036,0.5172413793103449,0.0,0.455944055944056,0.00312736780069899,0.4076576576576577,0.005036189138513036,0.5172413793103449,0.0,0.455944055944056,0.00312736780069899,0.4076576576576577,0.005036189138513036,0.5172413793103449,0.0,0.455944055944056,0.00312736780069899,0.4891891891891892,0.006043426966215646,0.6206896551724138,0.0,0.5471328671328672,0.003752841360838811,0.4891891891891892,0.006043426966215646,0.6206896551724138,0.0,0.5471328671328672,0.003752841360838811,0.4891891891891892,0.006043426966215646,0.6206896551724138,0.0,0.5471328671328672,0.003752841360838811,0.5163663663663663,0.006379172908783186,0.6551724137931034,0.0,0.5775291375291376,0.003961332547552002
