nlp_model,model,subfolder,category_id,precision_iter_mean,recall_iter_mean,f1_score_iter_mean,synonyms_precision_dict_iter_mean,synonyms_recall_dict_iter_mean,synonyms_f1_dict_iter_mean,synonyms_precision_snomed_iter_mean,synonyms_recall_snomed_iter_mean,synonyms_f1_snomed_iter_mean,synonyms_precision_wn_iter_mean,synonyms_recall_wn_iter_mean,synonyms_f1_wn_iter_mean,synonyms_lemmatized_precision_dict_iter_mean,synonyms_lemmatized_recall_dict_iter_mean,synonyms_lemmatized_f1_dict_iter_mean,synonyms_lemmatized_precision_dict_bipartite_iter_mean,synonyms_lemmatized_recall_dict_bipartite_iter_mean,synonyms_lemmatized_f1_dict_bipartite_iter_mean,synonyms_lemmatized_precision_dict_one2many_iter_mean,synonyms_lemmatized_recall_dict_one2many_iter_mean,synonyms_lemmatized_f1_dict_one2many_iter_mean,synonyms_lemmatized_precision_snomed_iter_mean,synonyms_lemmatized_recall_snomed_iter_mean,synonyms_lemmatized_f1_snomed_iter_mean,synonyms_lemmatized_precision_wn_iter_mean,synonyms_lemmatized_recall_wn_iter_mean,synonyms_lemmatized_f1_wn_iter_mean,precision_iter_std,recall_iter_std,f1_score_iter_std,synonyms_precision_dict_iter_std,synonyms_recall_dict_iter_std,synonyms_f1_dict_iter_std,synonyms_precision_snomed_iter_std,synonyms_recall_snomed_iter_std,synonyms_f1_snomed_iter_std,synonyms_precision_wn_iter_std,synonyms_recall_wn_iter_std,synonyms_f1_wn_iter_std,synonyms_lemmatized_precision_dict_iter_std,synonyms_lemmatized_recall_dict_iter_std,synonyms_lemmatized_f1_dict_iter_std,synonyms_lemmatized_precision_dict_bipartite_iter_std,synonyms_lemmatized_recall_dict_bipartite_iter_std,synonyms_lemmatized_f1_dict_bipartite_iter_std,synonyms_lemmatized_precision_dict_one2many_iter_std,synonyms_lemmatized_recall_dict_one2many_iter_std,synonyms_lemmatized_f1_dict_one2many_iter_std,synonyms_lemmatized_precision_snomed_iter_std,synonyms_lemmatized_recall_snomed_iter_std,synonyms_lemmatized_f1_snomed_iter_std,synonyms_lemmatized_precision_wn_iter_std,synonyms_lemmatized_recall_wn_iter_std,synonyms_lemmatized_f1_wn_iter_std
en_core_sci_lg,Claude,Claude,1,0.19050176158087687,0.4053715142271225,0.22873163382388112,0.20466762171798206,0.4350845295623662,0.2457755481018733,0.19453305721159325,0.41001686887247707,0.23298351893263874,0.22955009303654927,0.47059140495689544,0.2722425316924685,0.22041622577565131,0.4710889555309157,0.26404549499333224,0.0318801965859722,0.06116795457139823,0.03642039345328423,0.22497934378982873,0.48837947435552537,0.2708380728936469,0.2077037213519143,0.4359635621846345,0.24739806795466324,0.22866609399804413,0.4778863524606195,0.2734139899320109,0.008527738620959189,0.01041557475613791,0.007471009983022573,0.008905976286898357,0.012677856515543076,0.0077604894508625346,0.007171607936064279,0.009645691231452324,0.0064607958385783665,0.012118034210365895,0.013752449153230739,0.01037679241516477,0.009694552472043282,0.01290070688616881,0.0077858655931755125,0.004652123896480105,0.007537505161799549,0.0044238658562872945,0.010927631933860017,0.01273681223583882,0.0076115774582571774,0.008026031274308013,0.010501562855006256,0.005761863053583218,0.011879725844673783,0.014595098675556967,0.010043934706538242
en_core_sci_lg,Claude,Claude,2,0.10967727006673203,0.4883406432748538,0.17168365621290865,0.12379915670470465,0.5500438596491228,0.19384011872464296,0.11112929026875222,0.4959795321637427,0.17402933522525435,0.1191309512680688,0.5626461988304093,0.18767498560136261,0.13079311450505673,0.6083771929824561,0.20540682932877546,0.014111795059253581,0.06239766081871345,0.022174919506935488,0.14637862029882368,0.6894809941520468,0.23079688898936515,0.11816941468389838,0.5536184210526316,0.18561590301043085,0.12089300148357215,0.5654239766081871,0.1901543084109052,0.004944935960042426,0.019964389106642395,0.007765356202473578,0.005291779337364641,0.02691039580814839,0.008347890402480717,0.005665162832884613,0.029445888068061754,0.008990527956591894,0.005443052876716104,0.021050458155151233,0.008684390899087537,0.005117811333776344,0.023854479645810597,0.007866405070522746,0.004351745728618194,0.018776972522987594,0.006907233356523583,0.008932308070304644,0.048162179483488596,0.014430908715935834,0.005967018663102628,0.02952658802888581,0.009544188695311723,0.006137264211952293,0.023875311421934175,0.009877097677392694
en_core_sci_lg,Claude,Claude,3,0.0520716668996362,0.4593650793650793,0.09072804676424258,0.05654491112216885,0.5051984126984127,0.09872987664303864,0.054592018055838874,0.4892261904761904,0.09531477900966157,0.053729777446831016,0.4788095238095238,0.0937339208405681,0.05754299477440685,0.5176984126984128,0.10054732727164503,0.0025536166380309973,0.029166666666666664,0.004565720860287923,0.07185009453690351,0.6604067460317461,0.12565100382664468,0.05562437392762164,0.4933928571428572,0.09710470009327432,0.05568714486862534,0.4933928571428571,0.09720105120125334,0.0016027541459483,0.023536860541920536,0.0031993286560515143,0.001602905559272724,0.018077359610644685,0.0030672284063601386,0.0017077686932312703,0.025818402348883426,0.003382387651717633,0.0014053880591979656,0.029529274367821812,0.0029360571392757985,0.000876670334162625,0.012989706748748914,0.0017588203246766145,0.0017658814111387304,0.02946278254943948,0.0032829925539350855,0.0013434278809608563,0.030201845127761945,0.0026703897782130058,0.00195511372436517,0.03678607012122209,0.0038122065345852084,0.0013988639651443457,0.031813629358249364,0.0028886097228775945
en_core_sci_lg,Claude,Claude,4,0.10248213572434077,0.32336691086691083,0.14481742565836125,0.11856927104275965,0.3681721056721056,0.16782127577785655,0.10406603277103273,0.3335941835941836,0.1473571081980438,0.11197604965272734,0.37185314685314685,0.15898175126405034,0.12893349864118564,0.4101828726828726,0.18211056586533983,0.029395232644720694,0.06679847929847929,0.0393518479884358,0.1320679967756838,0.41573842823842827,0.18609951867442734,0.11297632466285182,0.3713661338661339,0.1594649524842754,0.11744692775414456,0.37968142968142965,0.16580475837205827,0.010466042537010882,0.026615815210878645,0.013246379308900368,0.013347392353983998,0.03065311969210614,0.017095732791747968,0.008344013505309243,0.03267003037217602,0.009788879121786822,0.010761082241790669,0.03249352474356638,0.013784818214260485,0.009762036482553619,0.031236716845004675,0.012335130188572088,0.005429439580685433,0.009415406682462612,0.006369203377051764,0.009602437819421421,0.03134656848718118,0.011965546288874175,0.007664027296082777,0.02782412865947828,0.008734677384247358,0.010290670599796025,0.03212585218899902,0.01333046436097366
en_core_sci_lg,Claude,Claude,5,0.04722580198931534,0.4488095238095238,0.08318464997767368,0.05083596275422594,0.4833928571428571,0.08962346323135569,0.0496195578705876,0.48492063492063486,0.08762157443808602,0.05004006340129467,0.48144841269841265,0.08827958559455522,0.05152955756825328,0.48547619047619045,0.09076239355677157,0.00235065667357334,0.022083333333333333,0.004158608634612746,0.06530441443469148,0.6122916666666667,0.11485876202963283,0.049924454254363745,0.47311507936507935,0.08796112472709913,0.05146579120283044,0.48769841269841263,0.09070075383183454,0.003982187124073176,0.04030922564245913,0.007007685683997213,0.005268527934650179,0.052323642515354186,0.0092805346285447,0.0037109784531433355,0.03819876032099038,0.006616016982323981,0.002680372161924873,0.029367383476207074,0.004748042206563299,0.005007106676832636,0.04533187964696347,0.008739514134072137,0.002227609105867288,0.016495065666981282,0.0038222081179947304,0.007195550735589678,0.06946658873124482,0.012720059894879733,0.0036363275332612992,0.03560609715623035,0.006375662482904277,0.0029575629671176585,0.03163321658433433,0.005242818253239939
en_core_sci_lg,Claude,Claude,6,0.16398247563522164,0.3894688644688645,0.22155115727343194,0.16398247563522164,0.3894688644688645,0.22155115727343194,0.16761883927158525,0.3994688644688645,0.22688449060676524,0.1872158696921451,0.4507069597069597,0.25467051858844536,0.19988007752481435,0.4799450549450549,0.2720511108003496,0.009194034293879496,0.01238095238095238,0.010266456468543756,0.19988007752481435,0.4799450549450549,0.2720511108003496,0.2006446462893831,0.4842307692307692,0.2735662623155012,0.19900828265301948,0.47756410256410253,0.27073292898216783,0.019958220269371888,0.06388821435945051,0.031703332914402714,0.019958220269371888,0.06388821435945051,0.031703332914402714,0.016078361638434627,0.051317091312534716,0.025017578342723206,0.02960426535692117,0.07909703060231771,0.042947600105162444,0.023843920012801167,0.07236686369276131,0.03670728003493547,0.0038796812917050276,0.007824607964359515,0.005176053237253484,0.023843920012801167,0.07236686369276131,0.03670728003493547,0.021909831221156587,0.060302248561338825,0.031825940122133835,0.025195004740289375,0.06865336305292383,0.03629796773884643
en_core_sci_lg,Gemma-3-27B,Gemma-3-27B,1,0.2261999216423614,0.38325298186980084,0.2614251549142578,0.24788830893995933,0.4179878269704996,0.2863143166229458,0.22669132213376186,0.38390233251915146,0.2619845954736983,0.28011769584530216,0.4610655805379217,0.3183283172066439,0.28193389121319673,0.4967555299644319,0.33074370871128406,0.05264611591289575,0.09167938938660863,0.06180141418625644,0.2946476327371511,0.5275326190369756,0.34791884764395375,0.24652882635404963,0.4223159759058938,0.28554081137351306,0.28277422268341573,0.4678160714984198,0.32239143350253374,0.011784729741681235,0.021108553423468717,0.010777691918209749,0.010984761764823152,0.020529340441565656,0.010148508325180652,0.012344313097822733,0.02223833708466358,0.011633280518639568,0.015999414421004707,0.018434821826689495,0.012537488874767296,0.012332216377972771,0.018410896093143062,0.0095959053283215,0.001786942946359103,0.008549426389712613,0.0028620733339840315,0.010367843454399728,0.015381833555639686,0.00754091474591546,0.012611968797890073,0.018245359707533017,0.010394652735263424,0.014601184035585897,0.014430620073268745,0.009854284091361474
en_core_sci_lg,Gemma-3-27B,Gemma-3-27B,2,0.11460079645549355,0.38281432748538013,0.16945531875926964,0.12107735613530952,0.40576754385964914,0.17903027813394368,0.11529524089993799,0.3869809941520468,0.17064579494974583,0.12431580195223277,0.41336988304093564,0.18348641086118217,0.1376365106676395,0.4668786549707602,0.20405071938305225,0.013282865295663795,0.05767543859649123,0.02078234268419386,0.1475628416501437,0.5039035087719298,0.2190137566671316,0.1257147564830868,0.415453216374269,0.18546895389943563,0.1257147564830868,0.41336988304093564,0.1853201443756261,0.005410385409418822,0.01806791459720795,0.006377064236862245,0.007966375680410911,0.013696717033520229,0.009327374154642423,0.004444308315314858,0.018527753032516157,0.004244997063545262,0.005929214420716687,0.026329953749820712,0.00798174820962189,0.003807601550995419,0.024261207507563276,0.0031349038737639267,0.004895194222381402,0.026234314868412836,0.008213082796571673,0.005198699748493895,0.02777938159035757,0.0064713981677182,0.006007155873371528,0.027494253653461406,0.00814297950250175,0.006007155873371528,0.026329953749820712,0.008208957293021847
en_core_sci_lg,Gemma-3-27B,Gemma-3-27B,3,0.06247368187431673,0.3591765873015873,0.0988948618261658,0.06712322361520251,0.38209325396825394,0.1065375384877997,0.06466539318404108,0.36889880952380955,0.1024480170227546,0.06632740380730696,0.37167658730158726,0.10428970929548136,0.06878859042644966,0.3885515873015873,0.10919219105779845,0.004935148156773364,0.02395833333333333,0.008075847410459516,0.07912915978647653,0.45695436507936504,0.1256610334604663,0.06495682463781084,0.3701488095238095,0.10294399254945592,0.06930392568393888,0.3854265873015873,0.1091583895971863,0.005526826681470876,0.030087361546763784,0.009338805282223925,0.006831839300511291,0.031121456303300998,0.01102151648018846,0.00614472923090665,0.032919340315701755,0.010429229469884269,0.0049811590973450484,0.023346660380575316,0.008157860746341703,0.005222392499666461,0.027556190838891055,0.008908724996070554,0.0016408087838801866,0.007365695637359868,0.0026044724567256677,0.006581912602229217,0.030756716307073932,0.01098769636542814,0.005594445547556289,0.03076259559609107,0.009537515516946033,0.005925211169261214,0.025363389060408116,0.00965417396138166
en_core_sci_lg,Gemma-3-27B,Gemma-3-27B,4,0.10199389509319698,0.2886585636585637,0.13569961236405848,0.11555226168279631,0.31817765567765566,0.15401415854847325,0.1035549602906258,0.30684038184038187,0.13855675522120134,0.11104285207164737,0.30924908424908426,0.14792522858294418,0.12216639103191132,0.3310661560661561,0.16226241459963656,0.025185461706407158,0.04774947274947275,0.031475638319941726,0.12545601652585303,0.34003080253080253,0.16691943582387192,0.10766473542524005,0.3139208014208014,0.143621057988662,0.11352346672202909,0.3126581751581751,0.15083682976782634,0.011567295347420622,0.014947509848764938,0.010007823778504246,0.010332907984512904,0.02575956554262001,0.008575303306936765,0.013092013486990819,0.01604437080949916,0.012760294548195458,0.009924466144624866,0.020707887279790938,0.0083961364821726,0.011360356909399762,0.025582437851210536,0.00990350902886974,0.008455446656678025,0.018394502610353504,0.010837363347635059,0.011894891195269068,0.02457911928783463,0.010299480762317535,0.014231259584520792,0.01769412293635112,0.014280634876997147,0.00993933935749171,0.022150022022138616,0.00866777670807939
