nlp_model,model,subfolder,category_id,precision_iter_mean,recall_iter_mean,f1_score_iter_mean,synonyms_precision_dict_iter_mean,synonyms_recall_dict_iter_mean,synonyms_f1_dict_iter_mean,synonyms_precision_snomed_iter_mean,synonyms_recall_snomed_iter_mean,synonyms_f1_snomed_iter_mean,synonyms_precision_wn_iter_mean,synonyms_recall_wn_iter_mean,synonyms_f1_wn_iter_mean,synonyms_lemmatized_precision_dict_iter_mean,synonyms_lemmatized_recall_dict_iter_mean,synonyms_lemmatized_f1_dict_iter_mean,synonyms_lemmatized_precision_snomed_iter_mean,synonyms_lemmatized_recall_snomed_iter_mean,synonyms_lemmatized_f1_snomed_iter_mean,synonyms_lemmatized_precision_wn_iter_mean,synonyms_lemmatized_recall_wn_iter_mean,synonyms_lemmatized_f1_wn_iter_mean,precision_iter_std,recall_iter_std,f1_score_iter_std,synonyms_precision_dict_iter_std,synonyms_recall_dict_iter_std,synonyms_f1_dict_iter_std,synonyms_precision_snomed_iter_std,synonyms_recall_snomed_iter_std,synonyms_f1_snomed_iter_std,synonyms_precision_wn_iter_std,synonyms_recall_wn_iter_std,synonyms_f1_wn_iter_std,synonyms_lemmatized_precision_dict_iter_std,synonyms_lemmatized_recall_dict_iter_std,synonyms_lemmatized_f1_dict_iter_std,synonyms_lemmatized_precision_snomed_iter_std,synonyms_lemmatized_recall_snomed_iter_std,synonyms_lemmatized_f1_snomed_iter_std,synonyms_lemmatized_precision_wn_iter_std,synonyms_lemmatized_recall_wn_iter_std,synonyms_lemmatized_f1_wn_iter_std
en_core_sci_lg,Claude,Claude,1,0.19759097127673705,0.3865944599780806,0.22973417538144703,0.2080729493362019,0.40954613259715905,0.24221425811065111,0.20352210240288096,0.39217221555583626,0.23530255634169536,0.23983993977544335,0.4581698594259283,0.27608477433109285,0.2355403301285883,0.47883409819549866,0.2770703497941831,0.21185584334319263,0.41917489087240606,0.24689821137041065,0.2352349883609266,0.4638856090629786,0.27510287977944675,0.02797176165901299,0.028279682370624573,0.02514941878104388,0.028105506703808243,0.02886395715714929,0.025301113512044043,0.02816088323658781,0.028279682370624545,0.025247109648376977,0.017023712244121934,0.014396351047672059,0.0150644514206378,0.02470829344752017,0.019435451223809613,0.02065085891112013,0.025341338432356433,0.021299336925737763,0.022153529933614614,0.016107201233339367,0.013701892412556907,0.014581629465697354
en_core_sci_lg,Claude,Claude,2,0.16790580606757077,0.3973992673992674,0.22704438874239374,0.17068358384534854,0.39996336996336995,0.22971105540906042,0.16790580606757077,0.3973992673992674,0.22704438874239374,0.19717395893866482,0.47946275946275946,0.2699043746756062,0.2072668051189723,0.5016849816849817,0.2828776590151429,0.2072668051189723,0.5016849816849817,0.2828776590151429,0.21168275953492674,0.5127960927960928,0.28916420872274523,0.026035276648471502,0.04168796299940917,0.031546221451589286,0.028246692374584423,0.045651288100052034,0.034089435479026514,0.026035276648471502,0.04168796299940917,0.031546221451589286,0.02210588930264563,0.023445887077768398,0.024893246715933674,0.02363243534098378,0.0367519628300397,0.026303398610411106,0.02363243534098378,0.0367519628300397,0.026303398610411106,0.021261843510619643,0.02712995405798272,0.02248663545292815
en_core_sci_lg,Claude,Claude,3,0.11380735584478602,0.4597497888987702,0.16957077189159933,0.11677382020830922,0.47016645556543685,0.174172844202005,0.11540981084262229,0.4610938749202756,0.17103040108299136,0.13566591120200636,0.5233946200627017,0.19885080405245237,0.1267544169968511,0.5025120475388094,0.18795036348553965,0.122373543270549,0.489005175367798,0.18171534612805504,0.13710327649103685,0.5243514270610613,0.20072331078967465,0.0070566532295036205,0.00703242950730246,0.007794762265435067,0.007357180058763697,0.007032429507302513,0.008298776175414342,0.007150660309410834,0.007032429507302513,0.007814125926022462,0.006148891757382065,0.025981963065749878,0.005114046340385012,0.0073520165221304164,0.01829236142619065,0.006836604562092196,0.0061605245656128375,0.020282257361189885,0.005122948165835339,0.0062174752823634235,0.026103788171585422,0.0047874273279346295
en_core_sci_lg,Claude,Claude,4,0.07215226276225928,0.4894444444444444,0.12131866823340813,0.07953111076610729,0.5444444444444444,0.13432119258060513,0.07717404254697009,0.5516666666666666,0.13048382450366922,0.07436722282035658,0.5033333333333333,0.12513587253448338,0.07919120401290199,0.5361111111111111,0.13353966098793732,0.07809181728851528,0.5266666666666667,0.1315594394313358,0.0784284704683057,0.5283333333333333,0.13212461121208588,0.001479153476422215,0.025513250007122314,0.003185450899675776,0.004627169904276974,0.05148714330710072,0.008748100864446827,0.0009549756438003107,0.020207259421636925,0.0019716399613211597,0.002630513884197018,0.0016666666666666774,0.004069084334141948,0.0043101726502178675,0.04577521567803227,0.008000892110122901,0.0009705823568966562,0.020207259421636915,0.0020654478182699195,0.002435348067590342,0.0016666666666667052,0.0038480784560723912
en_core_sci_lg,Claude,Claude,5,0.10609225224613128,0.3435804935804936,0.1523290071363765,0.11406874743135165,0.3652856402856403,0.16375572544707093,0.10609225224613128,0.3435804935804936,0.1523290071363765,0.11880161470367899,0.3987452362452362,0.17089554380113003,0.12993525344650522,0.4176846301846302,0.18501942475355512,0.11754942823413872,0.3884037259037259,0.16802505902811718,0.12342856593145823,0.40442705442705446,0.176488825919393,0.011156137434153834,0.029641696767485976,0.013942760755758956,0.007162833039630316,0.030623895712369346,0.009239883988488587,0.011156137434153834,0.029641696767485976,0.013942760755758956,0.015505841015317141,0.06203276030851723,0.0210703870622005,0.011504791048527002,0.058790343059109317,0.015977730859654544,0.0136756882777858,0.05266218166184654,0.017658347132317512,0.01470604610183061,0.06203276030851718,0.020107512228455193
en_core_sci_lg,Claude,Claude,6,0.057458920574370485,0.4305555555555555,0.09811690893880702,0.06523489609228149,0.4855555555555555,0.11167634971598973,0.06139798224369531,0.48611111111111116,0.10540236857720782,0.06321875180640037,0.47055555555555556,0.10817229504070475,0.06633170972269727,0.49222222222222217,0.11356505430992753,0.06371887421512491,0.4761111111111111,0.10911246388959517,0.06547447597072668,0.4872222222222222,0.11214433296797588,0.0047967808605438285,0.03181252956048981,0.00875736252824977,0.004423698853399411,0.0276050183306774,0.008464406711581269,0.006277298734321349,0.04130958098893621,0.011334370822033348,0.004868945440389676,0.03288588574877497,0.008939361014916951,0.006381675418987033,0.04073400617738523,0.011738814923870099,0.007719531105568252,0.05039657542745157,0.013622846402540844,0.0062416263540588,0.04097198681664953,0.011022321280951906
en_core_sci_lg,Llama,Llama_api,1,0.2521888310427518,0.43124122365678486,0.2919149278106711,0.2614501192901082,0.45579495275596854,0.3047773755922166,0.25576303035731623,0.44141438382994497,0.2969345838025352,0.2888321371838887,0.4875465741837884,0.3313945109915457,0.3012338556103185,0.5283102224376658,0.3536299547589381,0.27678085250348583,0.47818996427930593,0.32236737178043123,0.29227966986824305,0.4974879457736041,0.3380891597374358,0.01326437781369496,0.02064864698212468,0.013914284765886438,0.016524735731577173,0.023478627406906084,0.0169901404832947,0.014216133041579768,0.022292448894789128,0.015353567633663818,0.022587585511336234,0.033435309273113716,0.024259038467364876,0.02348412817355845,0.036669990676294215,0.025018331386406748,0.01961698640140135,0.03265524588483918,0.021787918553116143,0.020939333021242842,0.0342738573809748,0.02288493842735353
en_core_sci_lg,Llama,Llama_api,2,0.22106836271510835,0.5826556776556776,0.305286932655163,0.2256005264577984,0.5877838827838827,0.310036932655163,0.22106836271510835,0.5826556776556776,0.305286932655163,0.24220364453742746,0.6687667887667889,0.3387729744688173,0.242880162149512,0.6632112332112331,0.3389343363731236,0.24865216792151776,0.672100122100122,0.345878780817568,0.24354682881617865,0.6687667887667889,0.3401248125635998,0.026541006378389985,0.06656444937135457,0.03716212027081394,0.02985959251159342,0.0708897707117774,0.04079546193741434,0.026541006378389985,0.06656444937135457,0.03716212027081394,0.03212645362342963,0.0819841683539546,0.04540919559474313,0.0313213912915197,0.08026079105690583,0.04439277792585254,0.03463894072744405,0.08522705264724471,0.048137288254156585,0.031512841152557786,0.0819841683539546,0.04468122182030673
en_core_sci_lg,Llama,Llama_api,3,0.14130918402937623,0.47565654728218393,0.19974416879556797,0.1420036284738207,0.47711853558627754,0.20068578838125536,0.14242029514048735,0.479624801250438,0.20148027990667905,0.15514079711574988,0.5067493442387331,0.21804666235672618,0.1623218620609009,0.5376582935681954,0.23104499704193227,0.15711485780784398,0.5197132426169001,0.2234718883404346,0.16278980907490054,0.5289307602811171,0.2303363177388976,0.008525870365621831,0.029169239202436463,0.01088900939899473,0.007536360422390712,0.027099020511904177,0.009344790117422343,0.00697491039798645,0.02375921663455298,0.008068441799984165,0.013796419236942938,0.038205311077756994,0.017550091900103468,0.008001390809749051,0.035302473399672574,0.012999808207678131,0.006587506520842883,0.023663392905225303,0.008556854067270319,0.011787975765819195,0.0360651336062164,0.014650267969679115
en_core_sci_lg,Llama,Llama_api,4,0.0874079998666103,0.591111111111111,0.14840899934549082,0.0922025996612101,0.6294444444444444,0.1569086469522813,0.09518447648798838,0.6666666666666666,0.1622697530903909,0.0883089007675112,0.5977777777777777,0.1499963009327924,0.09390243098865092,0.6361111111111111,0.15973666129819186,0.0962864241772418,0.6483333333333333,0.16374012853874664,0.09202412411034404,0.6227777777777778,0.1564439783713626,0.011619929779123232,0.050175617510824846,0.018655797060151396,0.012207815859281757,0.04837163233564497,0.01963226580685647,0.013820192871517525,0.05732461173973281,0.022258837817012964,0.011382113274618954,0.05442459955789331,0.018349475627662565,0.011889379529644516,0.05017561751082484,0.0191726279317017,0.013418023488799665,0.06016181882593351,0.021757223875953212,0.01176300540734222,0.054424599557893236,0.019057342488308628
en_core_sci_lg,Llama,Llama_api,5,0.09696059700010139,0.3923890923890924,0.1441383457432758,0.10087204251626626,0.40733016983016984,0.15009574127627723,0.09871511488365152,0.39617697117697115,0.14652976476912424,0.10229230510542268,0.4046268546268546,0.15130196802884932,0.11517235569626066,0.43428238428238425,0.1683700407879641,0.10980918192741596,0.41074573574573575,0.15972888628770707,0.10796155202335972,0.4079776704776705,0.15750753861181394,0.00861166971708121,0.03277572918143837,0.014302240688195723,0.00856091565341321,0.030179657693116015,0.013859745959074698,0.0073708567937225645,0.03315652033200801,0.012908803127862278,0.011247874373910133,0.03340727001451344,0.017320299862227922,0.008805904838062088,0.03031528780274419,0.013505395527352426,0.007350722194115922,0.0327757291814384,0.01311304452831993,0.00970517179527425,0.03554424744174734,0.016017114226545916
en_core_sci_lg,Llama,Llama_api,6,0.0723980903396542,0.5672222222222222,0.12492845865023446,0.07868077182885744,0.6105555555555555,0.13557982255049442,0.07750146623107357,0.6294444444444444,0.13428467932103313,0.07576347495503882,0.585,0.13040191239955026,0.08185884078323112,0.62,0.14075849620428002,0.07729521829929552,0.5905555555555555,0.1331433510566884,0.07775683472799284,0.585,0.13347107750381781,0.008283947793789548,0.021103799903580637,0.014199147830035865,0.007047546469714574,0.02394051269601691,0.01265608608408632,0.005839357283245663,0.0041943524640392586,0.009885311475408595,0.003099817830011837,0.010929064207170033,0.005636665906383582,0.0020042774772428174,0.016666666666666635,0.003470623715488552,0.003982267531858527,0.02016138590180451,0.006408928143672274,0.0033597736165188485,0.010929064207170033,0.00595962518321598
