nlp_model,model,subfolder,category_id,question_index,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,synonyms_precision_dict_mean,synonyms_precision_dict_std,synonyms_recall_dict_mean,synonyms_recall_dict_std,synonyms_f1_dict_mean,synonyms_f1_dict_std,synonyms_precision_snomed_mean,synonyms_precision_snomed_std,synonyms_recall_snomed_mean,synonyms_recall_snomed_std,synonyms_f1_snomed_mean,synonyms_f1_snomed_std,synonyms_precision_wn_mean,synonyms_precision_wn_std,synonyms_recall_wn_mean,synonyms_recall_wn_std,synonyms_f1_wn_mean,synonyms_f1_wn_std,synonyms_lemmatized_precision_dict_mean,synonyms_lemmatized_precision_dict_std,synonyms_lemmatized_recall_dict_mean,synonyms_lemmatized_recall_dict_std,synonyms_lemmatized_f1_dict_mean,synonyms_lemmatized_f1_dict_std,synonyms_lemmatized_precision_snomed_mean,synonyms_lemmatized_precision_snomed_std,synonyms_lemmatized_recall_snomed_mean,synonyms_lemmatized_recall_snomed_std,synonyms_lemmatized_f1_snomed_mean,synonyms_lemmatized_f1_snomed_std,synonyms_lemmatized_precision_wn_mean,synonyms_lemmatized_precision_wn_std,synonyms_lemmatized_recall_wn_mean,synonyms_lemmatized_recall_wn_std,synonyms_lemmatized_f1_wn_mean,synonyms_lemmatized_f1_wn_std
en_core_sci_lg,Claude,Claude,1,0,0.14583333333333334,,0.1794871794871795,,0.16091954022988506,,0.14583333333333334,,0.1794871794871795,,0.16091954022988506,,0.16666666666666666,,0.20512820512820512,,0.18390804597701146,,0.1875,,0.23076923076923078,,0.20689655172413793,,0.1875,,0.2647058823529412,,0.21951219512195125,,0.1875,,0.2647058823529412,,0.21951219512195125,,0.1875,,0.2647058823529412,,0.21951219512195125,
en_core_sci_lg,Claude,Claude,1,1,0.1016949152542373,,0.6,,0.17391304347826086,,0.11864406779661017,,0.7,,0.20289855072463767,,0.1016949152542373,,0.6,,0.17391304347826086,,0.1016949152542373,,0.6,,0.17391304347826086,,0.11864406779661017,,0.7,,0.20289855072463767,,0.1016949152542373,,0.6,,0.17391304347826086,,0.1016949152542373,,0.6,,0.17391304347826086,
en_core_sci_lg,Claude,Claude,1,2,0.08771929824561403,,0.45454545454545453,,0.14705882352941174,,0.10526315789473684,,0.5454545454545454,,0.1764705882352941,,0.08771929824561403,,0.45454545454545453,,0.14705882352941174,,0.12280701754385964,,0.6363636363636364,,0.20588235294117646,,0.10526315789473684,,0.5454545454545454,,0.1764705882352941,,0.08771929824561403,,0.45454545454545453,,0.14705882352941174,,0.12280701754385964,,0.6363636363636364,,0.20588235294117646,
en_core_sci_lg,Claude,Claude,1,3,0.16666666666666666,,0.25,,0.2,,0.21428571428571427,,0.32142857142857145,,0.2571428571428572,,0.21428571428571427,,0.32142857142857145,,0.2571428571428572,,0.16666666666666666,,0.25,,0.2,,0.23809523809523808,,0.35714285714285715,,0.2857142857142857,,0.19047619047619047,,0.2857142857142857,,0.22857142857142854,,0.16666666666666666,,0.25,,0.2,
en_core_sci_lg,Claude,Claude,1,4,0.17543859649122806,,0.24390243902439024,,0.2040816326530612,,0.17543859649122806,,0.24390243902439024,,0.2040816326530612,,0.17543859649122806,,0.24390243902439024,,0.2040816326530612,,0.21052631578947367,,0.2926829268292683,,0.24489795918367344,,0.19298245614035087,,0.275,,0.2268041237113402,,0.19298245614035087,,0.275,,0.2268041237113402,,0.21052631578947367,,0.3,,0.24742268041237106,
en_core_sci_lg,Claude,Claude,1,5,0.1111111111111111,,0.42857142857142855,,0.17647058823529413,,0.1111111111111111,,0.42857142857142855,,0.17647058823529413,,0.1111111111111111,,0.42857142857142855,,0.17647058823529413,,0.14814814814814814,,0.5714285714285714,,0.23529411764705882,,0.14814814814814814,,0.6666666666666666,,0.24242424242424243,,0.1111111111111111,,0.5,,0.1818181818181818,,0.14814814814814814,,0.6666666666666666,,0.24242424242424243,
en_core_sci_lg,Claude,Claude,1,6,0.06666666666666667,,0.4444444444444444,,0.11594202898550725,,0.08333333333333333,,0.5555555555555556,,0.14492753623188404,,0.06666666666666667,,0.4444444444444444,,0.11594202898550725,,0.08333333333333333,,0.5555555555555556,,0.14492753623188404,,0.1,,0.6666666666666666,,0.1739130434782609,,0.08333333333333333,,0.5555555555555556,,0.14492753623188404,,0.08333333333333333,,0.5555555555555556,,0.14492753623188404,
en_core_sci_lg,Claude,Claude,1,7,0.06976744186046512,,0.6,,0.125,,0.06976744186046512,,0.6,,0.125,,0.06976744186046512,,0.6,,0.125,,0.09302325581395349,,0.8,,0.16666666666666666,,0.11627906976744186,,1.0,,0.20833333333333334,,0.09302325581395349,,0.8,,0.16666666666666666,,0.09302325581395349,,0.8,,0.16666666666666666,
en_core_sci_lg,Claude,Claude,1,8,0.21212121212121213,,1.0,,0.35,,0.21212121212121213,,1.0,,0.35,,0.21212121212121213,,1.0,,0.35,,0.21212121212121213,,1.0,,0.35,,0.21212121212121213,,1.0,,0.35,,0.21212121212121213,,1.0,,0.35,,0.21212121212121213,,1.0,,0.35,
en_core_sci_lg,Claude,Claude,1,9,0.16363636363636364,,0.3103448275862069,,0.21428571428571427,,0.16363636363636364,,0.3103448275862069,,0.21428571428571427,,0.16363636363636364,,0.3103448275862069,,0.21428571428571427,,0.2909090909090909,,0.5517241379310345,,0.38095238095238093,,0.18867924528301888,,0.3448275862068966,,0.2439024390243903,,0.18867924528301888,,0.3448275862068966,,0.2439024390243903,,0.2830188679245283,,0.5172413793103449,,0.36585365853658536,
en_core_sci_lg,Claude,Claude,3,0,0.10526315789473684,,0.6666666666666666,,0.18181818181818182,,0.10526315789473684,,0.6666666666666666,,0.18181818181818182,,0.10526315789473684,,0.6666666666666666,,0.18181818181818182,,0.10526315789473684,,0.6666666666666666,,0.18181818181818182,,0.1111111111111111,,0.6666666666666666,,0.1904761904761905,,0.1111111111111111,,0.6666666666666666,,0.1904761904761905,,0.1111111111111111,,0.6666666666666666,,0.1904761904761905,
en_core_sci_lg,Claude,Claude,3,1,0.13636363636363635,,0.6,,0.22222222222222218,,0.13636363636363635,,0.6,,0.22222222222222218,,0.13636363636363635,,0.6,,0.22222222222222218,,0.13636363636363635,,0.6,,0.22222222222222218,,0.13636363636363635,,0.6,,0.22222222222222218,,0.13636363636363635,,0.6,,0.22222222222222218,,0.13636363636363635,,0.6,,0.22222222222222218,
en_core_sci_lg,Claude,Claude,3,2,0.13513513513513514,,0.7142857142857143,,0.22727272727272727,,0.13513513513513514,,0.7142857142857143,,0.22727272727272727,,0.13513513513513514,,0.7142857142857143,,0.22727272727272727,,0.13513513513513514,,0.7142857142857143,,0.22727272727272727,,0.13513513513513514,,0.7142857142857143,,0.22727272727272727,,0.13513513513513514,,0.7142857142857143,,0.22727272727272727,,0.13513513513513514,,0.7142857142857143,,0.22727272727272727,
en_core_sci_lg,Claude,Claude,3,3,0.05660377358490566,,0.75,,0.10526315789473685,,0.05660377358490566,,0.75,,0.10526315789473685,,0.05660377358490566,,0.75,,0.10526315789473685,,0.05660377358490566,,0.75,,0.10526315789473685,,0.05660377358490566,,0.75,,0.10526315789473685,,0.05660377358490566,,0.75,,0.10526315789473685,,0.05660377358490566,,0.75,,0.10526315789473685,
en_core_sci_lg,Claude,Claude,3,4,0.08823529411764706,,0.75,,0.15789473684210525,,0.08823529411764706,,0.75,,0.15789473684210525,,0.08823529411764706,,0.75,,0.15789473684210525,,0.08823529411764706,,0.75,,0.15789473684210525,,0.09375,,0.75,,0.16666666666666666,,0.09375,,0.75,,0.16666666666666666,,0.09375,,0.75,,0.16666666666666666,
en_core_sci_lg,Claude,Claude,3,5,0.05555555555555555,,0.6666666666666666,,0.10256410256410256,,0.05555555555555555,,0.6666666666666666,,0.10256410256410256,,0.05555555555555555,,0.6666666666666666,,0.10256410256410256,,0.05555555555555555,,0.6666666666666666,,0.10256410256410256,,0.08571428571428572,,1.0,,0.15789473684210528,,0.05714285714285714,,0.6666666666666666,,0.10526315789473684,,0.05714285714285714,,0.6666666666666666,,0.10526315789473684,
en_core_sci_lg,Claude,Claude,3,6,0.10344827586206896,,0.5,,0.17142857142857143,,0.10344827586206896,,0.5,,0.17142857142857143,,0.10344827586206896,,0.5,,0.17142857142857143,,0.10344827586206896,,0.5,,0.17142857142857143,,0.10344827586206896,,0.5,,0.17142857142857143,,0.10344827586206896,,0.5,,0.17142857142857143,,0.10344827586206896,,0.5,,0.17142857142857143,
en_core_sci_lg,Claude,Claude,3,7,0.043478260869565216,,0.25,,0.07407407407407408,,0.043478260869565216,,0.25,,0.07407407407407408,,0.06521739130434782,,0.375,,0.11111111111111109,,0.06521739130434782,,0.375,,0.11111111111111109,,0.047619047619047616,,0.25,,0.08,,0.07142857142857142,,0.375,,0.12,,0.07142857142857142,,0.375,,0.12,
en_core_sci_lg,Claude,Claude,3,8,0.04,,0.3333333333333333,,0.07142857142857142,,0.04,,0.3333333333333333,,0.07142857142857142,,0.04,,0.3333333333333333,,0.07142857142857142,,0.06,,0.5,,0.10714285714285712,,0.061224489795918366,,0.5,,0.1090909090909091,,0.04081632653061224,,0.3333333333333333,,0.07272727272727272,,0.061224489795918366,,0.5,,0.1090909090909091,
en_core_sci_lg,Claude,Claude,3,9,0.041666666666666664,,0.6666666666666666,,0.0784313725490196,,0.041666666666666664,,0.6666666666666666,,0.0784313725490196,,0.041666666666666664,,0.6666666666666666,,0.0784313725490196,,0.041666666666666664,,0.6666666666666666,,0.0784313725490196,,0.0425531914893617,,0.6666666666666666,,0.08,,0.0425531914893617,,0.6666666666666666,,0.08,,0.0425531914893617,,0.6666666666666666,,0.08,
en_core_sci_lg,Claude,Claude,4,0,0.046511627906976744,,0.4,,0.08333333333333333,,0.046511627906976744,,0.4,,0.08333333333333333,,0.06976744186046512,,0.6,,0.125,,0.046511627906976744,,0.4,,0.08333333333333333,,0.05,,0.4,,0.0888888888888889,,0.075,,0.6,,0.13333333333333333,,0.05,,0.4,,0.0888888888888889,
en_core_sci_lg,Claude,Claude,4,1,0.16,,0.8,,0.26666666666666666,,0.16,,0.8,,0.26666666666666666,,0.16,,0.8,,0.26666666666666666,,0.16,,0.8,,0.26666666666666666,,0.17391304347826086,,0.8,,0.2857142857142857,,0.17391304347826086,,0.8,,0.2857142857142857,,0.17391304347826086,,0.8,,0.2857142857142857,
en_core_sci_lg,Claude,Claude,4,2,0.038461538461538464,,0.5,,0.07142857142857144,,0.038461538461538464,,0.5,,0.07142857142857144,,0.038461538461538464,,0.5,,0.07142857142857144,,0.038461538461538464,,0.5,,0.07142857142857144,,0.04,,0.5,,0.07407407407407407,,0.04,,0.5,,0.07407407407407407,,0.04,,0.5,,0.07407407407407407,
en_core_sci_lg,Claude,Claude,4,3,0.043478260869565216,,1.0,,0.08333333333333333,,0.043478260869565216,,1.0,,0.08333333333333333,,0.043478260869565216,,1.0,,0.08333333333333333,,0.043478260869565216,,1.0,,0.08333333333333333,,0.04411764705882353,,1.0,,0.08450704225352113,,0.04411764705882353,,1.0,,0.08450704225352113,,0.04411764705882353,,1.0,,0.08450704225352113,
en_core_sci_lg,Claude,Claude,4,4,0.03333333333333333,,0.3333333333333333,,0.0606060606060606,,0.03333333333333333,,0.3333333333333333,,0.0606060606060606,,0.03333333333333333,,0.3333333333333333,,0.0606060606060606,,0.05,,0.5,,0.09090909090909091,,0.03389830508474576,,0.3333333333333333,,0.061538461538461535,,0.03389830508474576,,0.3333333333333333,,0.061538461538461535,,0.05084745762711865,,0.5,,0.09230769230769231,
en_core_sci_lg,Claude,Claude,4,5,0.14705882352941177,,1.0,,0.25641025641025644,,0.14705882352941177,,1.0,,0.25641025641025644,,0.14705882352941177,,1.0,,0.25641025641025644,,0.14705882352941177,,1.0,,0.25641025641025644,,0.14705882352941177,,1.0,,0.25641025641025644,,0.14705882352941177,,1.0,,0.25641025641025644,,0.14705882352941177,,1.0,,0.25641025641025644,
en_core_sci_lg,Claude,Claude,4,6,0.061224489795918366,,1.0,,0.11538461538461538,,0.061224489795918366,,1.0,,0.11538461538461538,,0.061224489795918366,,1.0,,0.11538461538461538,,0.061224489795918366,,1.0,,0.11538461538461538,,0.0625,,1.0,,0.11764705882352941,,0.0625,,1.0,,0.11764705882352941,,0.0625,,1.0,,0.11764705882352941,
en_core_sci_lg,Claude,Claude,4,7,0.02631578947368421,,0.25,,0.04761904761904762,,0.05263157894736842,,0.5,,0.09523809523809525,,0.02631578947368421,,0.25,,0.04761904761904762,,0.02631578947368421,,0.25,,0.04761904761904762,,0.05263157894736842,,0.5,,0.09523809523809525,,0.05263157894736842,,0.5,,0.09523809523809525,,0.05263157894736842,,0.5,,0.09523809523809525,
en_core_sci_lg,Claude,Claude,4,8,0.03225806451612903,,1.0,,0.0625,,0.03225806451612903,,1.0,,0.0625,,0.03225806451612903,,1.0,,0.0625,,0.03225806451612903,,1.0,,0.0625,,0.03333333333333333,,1.0,,0.06451612903225806,,0.03333333333333333,,1.0,,0.06451612903225806,,0.03333333333333333,,1.0,,0.06451612903225806,
en_core_sci_lg,Claude,Claude,4,9,0.06818181818181818,,0.75,,0.125,,0.06818181818181818,,0.75,,0.125,,0.06818181818181818,,0.75,,0.125,,0.06818181818181818,,0.75,,0.125,,0.06818181818181818,,0.75,,0.125,,0.06818181818181818,,0.75,,0.125,,0.06818181818181818,,0.75,,0.125,
en_core_sci_lg,Llama,Llama_api,1,0,0.1276595744680851,,0.3076923076923077,,0.1804511278195489,,0.1276595744680851,,0.3076923076923077,,0.1804511278195489,,0.1276595744680851,,0.3076923076923077,,0.1804511278195489,,0.13829787234042554,,0.3333333333333333,,0.1954887218045113,,0.15217391304347827,,0.4117647058823529,,0.2222222222222222,,0.14130434782608695,,0.38235294117647056,,0.20634920634920634,,0.14130434782608695,,0.38235294117647056,,0.20634920634920634,
en_core_sci_lg,Llama,Llama_api,1,1,0.07317073170731707,,0.6,,0.13043478260869565,,0.07317073170731707,,0.6,,0.13043478260869565,,0.07317073170731707,,0.6,,0.13043478260869565,,0.07317073170731707,,0.6,,0.13043478260869565,,0.0759493670886076,,0.6,,0.13483146067415733,,0.0759493670886076,,0.6,,0.13483146067415733,,0.0759493670886076,,0.6,,0.13483146067415733,
en_core_sci_lg,Llama,Llama_api,1,2,0.08571428571428572,,0.5454545454545454,,0.14814814814814814,,0.1,,0.6363636363636364,,0.17283950617283952,,0.08571428571428572,,0.5454545454545454,,0.14814814814814814,,0.11428571428571428,,0.7272727272727273,,0.19753086419753085,,0.11428571428571428,,0.7272727272727273,,0.19753086419753085,,0.08571428571428572,,0.5454545454545454,,0.14814814814814814,,0.11428571428571428,,0.7272727272727273,,0.19753086419753085,
en_core_sci_lg,Llama,Llama_api,1,3,0.08333333333333333,,0.32142857142857145,,0.1323529411764706,,0.08333333333333333,,0.32142857142857145,,0.1323529411764706,,0.08333333333333333,,0.32142857142857145,,0.1323529411764706,,0.08333333333333333,,0.32142857142857145,,0.1323529411764706,,0.11650485436893204,,0.42857142857142855,,0.183206106870229,,0.0970873786407767,,0.35714285714285715,,0.15267175572519082,,0.0970873786407767,,0.35714285714285715,,0.15267175572519082,
en_core_sci_lg,Llama,Llama_api,1,4,0.16666666666666666,,0.34146341463414637,,0.224,,0.16666666666666666,,0.34146341463414637,,0.224,,0.16666666666666666,,0.34146341463414637,,0.224,,0.17857142857142858,,0.36585365853658536,,0.24000000000000002,,0.1728395061728395,,0.35,,0.23140495867768593,,0.1728395061728395,,0.35,,0.23140495867768593,,0.1728395061728395,,0.35,,0.23140495867768593,
