nlp_model,model,subfolder,category_id,precision_iter_mean,recall_iter_mean,f1_score_iter_mean,synonyms_precision_dict_iter_mean,synonyms_recall_dict_iter_mean,synonyms_f1_dict_iter_mean,synonyms_precision_snomed_iter_mean,synonyms_recall_snomed_iter_mean,synonyms_f1_snomed_iter_mean,synonyms_precision_wn_iter_mean,synonyms_recall_wn_iter_mean,synonyms_f1_wn_iter_mean,synonyms_lemmatized_precision_dict_iter_mean,synonyms_lemmatized_recall_dict_iter_mean,synonyms_lemmatized_f1_dict_iter_mean,synonyms_lemmatized_precision_snomed_iter_mean,synonyms_lemmatized_recall_snomed_iter_mean,synonyms_lemmatized_f1_snomed_iter_mean,synonyms_lemmatized_precision_wn_iter_mean,synonyms_lemmatized_recall_wn_iter_mean,synonyms_lemmatized_f1_wn_iter_mean,precision_iter_std,recall_iter_std,f1_score_iter_std,synonyms_precision_dict_iter_std,synonyms_recall_dict_iter_std,synonyms_f1_dict_iter_std,synonyms_precision_snomed_iter_std,synonyms_recall_snomed_iter_std,synonyms_f1_snomed_iter_std,synonyms_precision_wn_iter_std,synonyms_recall_wn_iter_std,synonyms_f1_wn_iter_std,synonyms_lemmatized_precision_dict_iter_std,synonyms_lemmatized_recall_dict_iter_std,synonyms_lemmatized_f1_dict_iter_std,synonyms_lemmatized_precision_snomed_iter_std,synonyms_lemmatized_recall_snomed_iter_std,synonyms_lemmatized_f1_snomed_iter_std,synonyms_lemmatized_precision_wn_iter_std,synonyms_lemmatized_recall_wn_iter_std,synonyms_lemmatized_f1_wn_iter_std,GPT1_mean,GPT2_mean,GPT3_mean,GPT4_mean,GPT5_mean,GPT_overall_score_mean,GPT_overall_score_wo_Q4&5_mean,GPT1_std,GPT2_std,GPT3_std,GPT4_std,GPT5_std,GPT_overall_score_std,GPT_overall_score_wo_Q4&5_std
en_core_sci_lg,Claude,Claude,1,0.1300655605386898,0.4511295773659104,0.18676713713971344,0.1399434331864108,0.48847445471078776,0.20121970077386275,0.1369107986339279,0.4608365370728701,0.1947802734287118,0.16167299555799752,0.5488524058877297,0.2309430608825239,0.1607712595246757,0.5820464204490573,0.2329972801767736,0.14486410177790215,0.5080348764375133,0.20831744381535153,0.16088397325954126,0.5590533120249145,0.2316602375813138,,,,,,,,,,,,,,,,,,,,,,81.2,77.0,86.5,100.0,94.0,87.74,81.56666666666666,,,,,,,
en_core_sci_lg,Claude,Claude,3,0.08057497560499174,0.5897619047619047,0.13923977180943126,0.08057497560499174,0.5897619047619047,0.13923977180943126,0.08274888864847,0.6022619047619047,0.14294347551313497,0.08474888864847001,0.6189285714285714,0.14651490408456352,0.08735229466754706,0.6397619047619048,0.1510315181894129,0.08483528786482597,0.6022619047619047,0.14613199665831245,0.08687610419135658,0.6189285714285714,0.14976836029467608,,,,,,,,,,,,,,,,,,,,,,83.6,77.5,88.0,100.0,93.5,88.52000000000001,83.03333333333333,,,,,,,
en_core_sci_lg,Claude,Claude,4,0.06568237460683754,0.7033333333333334,0.11722818847818847,0.06831395355420596,0.7283333333333333,0.12199009324009324,0.06800795600218637,0.7233333333333334,0.12139485514485515,0.06734904127350419,0.72,0.12025849150849151,0.07056345496137618,0.7283333333333333,0.12535342919733705,0.07306345496137619,0.7483333333333333,0.12979787364178147,0.07225837021561347,0.745,0.1284303522742601,,,,,,,,,,,,,,,,,,,,,,82.4,77.5,87.0,100.0,92.0,87.76,82.3,,,,,,,
en_core_sci_lg,Llama,Llama_api,1,0.11167631240206077,0.5100699026837779,0.1715093310177207,0.11576389148963985,0.5312762846856145,0.17790997979036527,0.11167631240206077,0.5100699026837779,0.1715093310177207,0.1248266928644155,0.5714384314511427,0.19180164950379155,0.13854919989058792,0.6297841165534325,0.21273883708983057,0.12595025724842457,0.5597283439356553,0.192312084273518,0.13086736856088474,0.5894930758947446,0.2006271186755089,,,,,,,,,,,,,,,,,,,,,,78.27272727272727,72.27272727272727,83.18181818181819,100.0,91.36363636363636,85.01818181818182,77.9090909090909,,,,,,,
en_core_sci_lg,Llama,Llama_api,3,0.08791170075642928,0.6430019942328941,0.14824592277434565,0.08854783307195091,0.6443460802543994,0.14910948063272217,0.0887620408924837,0.6473879591451748,0.1496704241988471,0.09412494464176967,0.6696950710108606,0.15807156411075876,0.09976019645281686,0.6926470484119904,0.16773221960392473,0.09569042901095641,0.668988856321595,0.16105720917422095,0.09848752003629004,0.6776121093694689,0.16515356525150146,,,,,,,,,,,,,,,,,,,,,,82.25,76.66666666666667,83.75,100.0,92.08333333333331,86.95,80.88888888888889,,,,,,,
en_core_sci_lg,Llama,Llama_api,4,0.049913433368557754,0.635,0.09049896014345066,0.05150073495585934,0.6599999999999999,0.09348403477031633,0.05450858984901565,0.7216666666666667,0.09903213476505868,0.051302322257446645,0.6599999999999999,0.09313053909081907,0.05470517806173075,0.6849999999999999,0.0991670052609743,0.058279381635934324,0.7216666666666667,0.10561722171119074,0.05470517806173075,0.6849999999999999,0.0991670052609743,,,,,,,,,,,,,,,,,,,,,,75.6,68.0,76.5,100.0,87.0,81.42,73.36666666666666,,,,,,,
en_core_sci_lg,Llama,Llama_cluster,1,0.10422634367382236,0.4808339072013187,0.1607988438908989,0.10796166772601966,0.5020402892031552,0.16674988210000163,0.10730937976551645,0.488628957679296,0.16516379752653798,0.12310056217334225,0.5460974230953778,0.18790334912429482,0.12728556491489348,0.5819835728534788,0.19632081366741208,0.1164367721191783,0.5163159387199356,0.1785597207340239,0.12765254622186703,0.5585806706790248,0.19504122673854984,,,,,,,,,,,,,,,,,,,,,,74.18181818181819,68.18181818181819,75.45454545454545,100.0,89.54545454545455,81.47272727272728,72.60606060606061,,,,,,,
en_core_sci_lg,Llama,Llama_cluster,3,0.08809806261405158,0.6211782817258199,0.14761103824192176,0.08809806261405158,0.6211782817258199,0.14761103824192176,0.08937032724509482,0.6238664537688307,0.14933815395867478,0.09716546298084049,0.6631043334141806,0.16196359035635718,0.10243969264133719,0.6858512807442335,0.17044666257071917,0.09924783618861117,0.6606319824986194,0.16492953477098268,0.1004555656572102,0.6650179474109001,0.16682347416492205,,,,,,,,,,,,,,,,,,,,,,78.33333333333333,74.58333333333333,84.58333333333333,100.0,90.41666666666669,85.58333333333333,79.16666666666667,,,,,,,
en_core_sci_lg,Llama,Llama_cluster,4,0.04662108845058529,0.645,0.0850317518347144,0.04843927026876711,0.67,0.08842158234318898,0.04818358845058529,0.6950000000000001,0.08806205486501742,0.04662108845058529,0.645,0.0850317518347144,0.050082139928550026,0.67,0.09110915181022748,0.050082139928550026,0.67,0.09110915181022748,0.050082139928550026,0.67,0.09110915181022748,,,,,,,,,,,,,,,,,,,,,,71.7,63.5,73.5,100.0,83.5,78.44,69.56666666666668,,,,,,,
en_core_sci_lg,Med42,Med42,1,0.10007157498505043,0.5226268201304518,0.15786632029370515,0.10421692458494548,0.5520976649422058,0.16468087734749665,0.10264447378436432,0.5296198271234589,0.16162807577959856,0.11462167436116792,0.583749633371403,0.17943061546491273,0.12100053686156759,0.6344682101965893,0.1904619643943592,0.11332147647509466,0.572839672108988,0.17779818578495957,0.11879804385558018,0.5977991658570905,0.18587750015299748,,,,,,,,,,,,,,,,,,,,,,80.54545454545455,76.81818181818181,86.36363636363636,100.0,92.27272727272728,87.2,81.24242424242424,,,,,,,
