nlp_model,model,subfolder,category_id,precision_iter_mean,recall_iter_mean,f1_score_iter_mean,synonyms_precision_iter_mean,synonyms_recall_iter_mean,synonyms_f1_iter_mean,synonyms_lemmatized_precision_iter_mean,synonyms_lemmatized_recall_iter_mean,synonyms_lemmatized_f1_iter_mean,precision_iter_std,recall_iter_std,f1_score_iter_std,synonyms_precision_iter_std,synonyms_recall_iter_std,synonyms_f1_iter_std,synonyms_lemmatized_precision_iter_std,synonyms_lemmatized_recall_iter_std,synonyms_lemmatized_f1_iter_std
en_core_sci_lg,Claude,Claude,1,0.13172829558366717,0.4578394752616788,0.1908638755518737,0.13635554669058111,0.4651654825876861,0.19647382379831266,0.15083323275144214,0.5200878021009867,0.218438588060915,0.010454178384625189,0.06005646163920778,0.01667736823915985,0.010321575584581516,0.05989212272282217,0.016324995542585104,0.009218477080656274,0.04452422668778114,0.014194221830669613
en_core_sci_lg,Claude,Claude,2,0.28176165866230846,0.5652503052503052,0.35693725533113646,0.28176165866230846,0.5652503052503052,0.35693725533113646,0.31227343525140533,0.6477899877899879,0.40053498631982604,0.011859559733476018,0.02046899207489355,0.0058739830711680725,0.011859559733476018,0.02046899207489355,0.0058739830711680725,0.018495182405199297,0.015267315484456041,0.013152341500499775
en_core_sci_lg,Claude,Claude,3,0.08023753720976483,0.5913888888888889,0.13907233269398026,0.08096217489092426,0.5955555555555555,0.14030690059521483,0.0862003099434104,0.6275,0.1492603055314957,0.001790398666965091,0.013466771345095063,0.0026015623096932085,0.0023482734981881523,0.014597943766404378,0.0034584310071957697,0.005267560921531677,0.0497061946070399,0.009046361639042657
en_core_sci_lg,Claude,Claude,4,0.06232147337045361,0.61,0.10993535761641354,0.06670103651520805,0.6677777777777778,0.11778464476717128,0.06940491819579003,0.6594444444444444,0.12226265273833119,0.0051804101404641645,0.08326663997864531,0.009460982257850198,0.002389710261292511,0.04914076530554668,0.004633604969077297,0.003902696383378628,0.07762683766537139,0.007500819369607006
en_core_sci_lg,Claude,Claude,5,0.08801671044938948,0.33447293447293447,0.12955963004393867,0.09262444446117148,0.3714359714359714,0.1374070848253557,0.10921169371420603,0.41420338920338917,0.15916245558383568,0.014649748643417055,0.04730608930560727,0.017312725624887792,0.017631476302799546,0.09027873881258461,0.024502708919899883,0.014700681405738204,0.08205407188601026,0.019599503663197956
en_core_sci_lg,Claude,Claude,6,0.05433414330572884,0.5583333333333333,0.0967925308849108,0.05697469358593876,0.5916666666666667,0.10158973076397038,0.06051971834318198,0.6066666666666666,0.10768806229530975,0.006157274737613696,0.07112196097783954,0.01131893261202743,0.0061837166344014555,0.06500000000000006,0.011346566058985593,0.006147061853305928,0.06500000000000004,0.01100863854778615
en_core_sci_lg,Llama,Llama_api,1,0.11375090315736812,0.4826136121989684,0.17213568198408127,0.115774742996334,0.4887639659102978,0.17516237807086119,0.125138302359304,0.5222974519990701,0.18911917651358676,0.0014774042825946826,0.0038585129049610446,0.0013319952807489513,0.002045181743493671,0.0007687791215089876,0.0014718455207908842,0.004240751448090926,0.002230165164879837,0.004349255769277577
en_core_sci_lg,Llama,Llama_api,2,0.23817096158024578,0.6837179487179487,0.3104640666144546,0.23817096158024578,0.6837179487179487,0.3104640666144546,0.25993303518603256,0.7681623931623932,0.34300521578084336,0.04362766650780987,0.021794494717703422,0.028027414376679535,0.04362766650780987,0.021794494717703422,0.028027414376679535,0.04419113432813207,0.002545875386086576,0.02253952536718113
en_core_sci_lg,Llama,Llama_api,3,0.08409237883405281,0.6180067103241976,0.14214117239294097,0.08453340705985928,0.6189027676718678,0.14273225583631644,0.09425624804979388,0.6565991249309714,0.15868921125469396,0.0027363407490331314,0.012974993530278723,0.0042300762332625145,0.002788730968208137,0.013718561369711956,0.004292610800575107,0.0034370299329161773,0.013697220341611768,0.005463474025319432
en_core_sci_lg,Llama,Llama_api,4,0.04527691571101092,0.6283333333333333,0.08240694598742411,0.0472586119227642,0.685,0.0862014981949399,0.05023516288725982,0.6733333333333333,0.09139838218440567,0.003638401613761538,0.036666666666666695,0.006395346181965433,0.003448502182895026,0.03844187531556933,0.006139474932999997,0.0031344937218482855,0.03179797338056486,0.005599505730677349
en_core_sci_lg,Llama,Llama_api,5,0.060299158207218824,0.4336395086395086,0.10095571666306367,0.06281262166225629,0.44398333148333147,0.104984963878114,0.07128042056037022,0.4713402338402339,0.11805959404060158,0.012213934891242112,0.056064603764326926,0.020561197547127975,0.011694195332698552,0.055602316752489736,0.01987959709381377,0.01035786548778748,0.05048758231682614,0.017846765126315486
en_core_sci_lg,Llama,Llama_api,6,0.056994070883747555,0.6844444444444445,0.10282586545392185,0.05942272490568721,0.7466666666666666,0.10742531218850264,0.05997813564469603,0.6966666666666667,0.10791992569783264,0.0007418735658700659,0.03938179688543847,0.0022343104480667666,0.0008615037599855901,0.035862391318916644,0.00165561999872736,0.00146991836667327,0.03586239131891677,0.002541975139912241
en_core_sci_lg,Llama,Llama_local,1,0.08933251587553998,0.4921533544110767,0.13381332888872213,0.09046466801090237,0.4961392059579038,0.13557249710596295,0.10183525455514342,0.5261124829669684,0.1505408115314755,0.0028892990158302326,0.010810649774346434,0.003006816534986203,0.0031890064185316775,0.00972720090523482,0.002607395487374022,0.004908053526026782,0.021109999619125592,0.006875792111547134
en_core_sci_lg,Llama,Llama_local,2,0.11242277976764674,0.4950549450549451,0.159305589134733,0.11242277976764674,0.4950549450549451,0.159305589134733,0.12557322621495515,0.5711660561660562,0.18007865038389795,0.00848747924332834,0.08364456833574524,0.028356879099561787,0.00848747924332834,0.08364456833574524,0.028356879099561787,0.011578199916974296,0.07885510309286659,0.0345797381308413
en_core_sci_lg,Llama,Llama_local,3,0.12040234534788181,0.49160810853298126,0.15163298682953938,0.12040234534788181,0.49160810853298126,0.15163298682953938,0.12768579022337964,0.5206716473386858,0.16320019621504636,0.06338447562738,0.05557437294397831,0.03206731818670974,0.06338447562738,0.05557437294397831,0.03206731818670974,0.05947641458037664,0.05614631475512261,0.026333775695126533
en_core_sci_lg,Llama,Llama_local,4,0.05632242634834489,0.5805555555555556,0.09933489700125415,0.05823558993914007,0.6305555555555556,0.10299426402622058,0.06562093017281509,0.6272222222222222,0.11395688872820663,0.010322046360539761,0.0769800358919501,0.014687118909777721,0.009909073530589698,0.0769800358919501,0.014144263933225381,0.007723437450068296,0.05764675314489223,0.009058439820369298
en_core_sci_lg,Llama,Llama_local,5,0.061258917940874374,0.4062016687016687,0.09946247436841976,0.0625615907353718,0.41188348688348686,0.10157462459088662,0.07127012594618719,0.4537929662929663,0.11535844785770917,0.0053849399060203786,0.01716117899150734,0.009069235650143516,0.005553525060063963,0.01716117899150738,0.009309006439675666,0.0040974152312206824,0.02497541502688307,0.007055449820930386
en_core_sci_lg,Llama,Llama_local,6,0.05431028147842477,0.6772222222222223,0.09857999211777668,0.056789399582542865,0.7272222222222222,0.10327887166959741,0.05625298339640374,0.6772222222222223,0.10180571585594284,0.0017232192608103403,0.00787635937708766,0.0028646607818570632,0.0023670851397546142,0.007876359377087642,0.004340967174156423,0.0014668785316796615,0.00787635937708766,0.0027065484205850694
