nlp_model,model,subfolder,category_id,precision_iter_mean,recall_iter_mean,f1_score_iter_mean,synonyms_precision_iter_mean,synonyms_recall_iter_mean,synonyms_f1_iter_mean,synonyms_lemmatized_precision_iter_mean,synonyms_lemmatized_recall_iter_mean,synonyms_lemmatized_f1_iter_mean,precision_iter_std,recall_iter_std,f1_score_iter_std,synonyms_precision_iter_std,synonyms_recall_iter_std,synonyms_f1_iter_std,synonyms_lemmatized_precision_iter_std,synonyms_lemmatized_recall_iter_std,synonyms_lemmatized_f1_iter_std,GPT1_mean,GPT2_mean,GPT3_mean,GPT4_mean,GPT5_mean,GPT_overall_score_mean,GPT_overall_score_wo_Q4&5_mean,GPT1_std,GPT2_std,GPT3_std,GPT4_std,GPT5_std,GPT_overall_score_std,GPT_overall_score_wo_Q4&5_std
en_core_sci_lg,Claude,Claude,1,0.13172829558366717,0.4578394752616788,0.1908638755518737,0.13635554669058111,0.4651654825876861,0.19647382379831266,0.15083323275144214,0.5200878021009867,0.218438588060915,0.010454178384625189,0.06005646163920778,0.01667736823915985,0.010321575584581516,0.05989212272282217,0.016324995542585104,0.009218477080656274,0.04452422668778114,0.014194221830669613,4.866666666666667,4.566666666666666,4.533333333333333,5.0,5.0,4.793333333333333,4.655555555555556,0.0577350269189632,0.1154700538379253,0.0577350269189623,0.0,0.0,0.0230940107675855,0.0384900179459749
en_core_sci_lg,Claude,Claude,2,0.28176165866230846,0.5652503052503052,0.35693725533113646,0.28176165866230846,0.5652503052503052,0.35693725533113646,0.31227343525140533,0.6477899877899879,0.40053498631982604,0.011859559733476018,0.02046899207489355,0.0058739830711680725,0.011859559733476018,0.02046899207489355,0.0058739830711680725,0.018495182405199297,0.015267315484456041,0.013152341500499775,3.6666666666666665,3.1666666666666665,3.5,5.0,5.0,4.066666666666666,3.444444444444444,0.3055050463303891,0.4041451884327378,0.0999999999999999,0.0,0.0,0.1222020185321558,0.2036700308869263
en_core_sci_lg,Claude,Claude,3,0.08023753720976483,0.5913888888888889,0.13907233269398026,0.08096217489092426,0.5955555555555555,0.14030690059521483,0.0862003099434104,0.6275,0.1492603055314957,0.001790398666965091,0.013466771345095063,0.0026015623096932085,0.0023482734981881523,0.014597943766404378,0.0034584310071957697,0.005267560921531677,0.0497061946070399,0.009046361639042657,4.7,4.4,4.466666666666667,5.0,4.933333333333334,4.7,4.522222222222222,0.1000000000000002,0.1000000000000002,0.0577350269189623,0.0,0.0577350269189623,0.0600000000000001,0.0838870492807864
en_core_sci_lg,Claude,Claude,4,0.06232147337045361,0.61,0.10993535761641354,0.06670103651520805,0.6677777777777778,0.11778464476717128,0.06940491819579003,0.6594444444444444,0.12226265273833119,0.0051804101404641645,0.08326663997864531,0.009460982257850198,0.002389710261292511,0.04914076530554668,0.004633604969077297,0.003902696383378628,0.07762683766537139,0.007500819369607006,4.6000000000000005,4.233333333333333,4.5,4.933333333333334,5.0,4.653333333333333,4.444444444444445,0.1000000000000002,0.1527525231651949,0.1732050807568877,0.1154700538379249,0.0,0.09237604307034,0.1387777332977416
en_core_sci_lg,Claude,Claude,5,0.08801671044938948,0.33447293447293447,0.12955963004393867,0.09262444446117148,0.3714359714359714,0.1374070848253557,0.10921169371420603,0.41420338920338917,0.15916245558383568,0.014649748643417055,0.04730608930560727,0.017312725624887792,0.017631476302799546,0.09027873881258461,0.024502708919899883,0.014700681405738204,0.08205407188601026,0.019599503663197956,4.666666666666667,4.393939393939394,4.575757575757575,5.0,4.909090909090909,4.709090909090909,4.545454545454546,0.2624319405407392,0.1892423635878302,0.1388659301501771,0.0,0.0909090909090908,0.1272727272727274,0.1843261372817646
en_core_sci_lg,Claude,Claude,6,0.05433414330572884,0.5583333333333333,0.0967925308849108,0.05697469358593876,0.5916666666666667,0.10158973076397038,0.06051971834318198,0.6066666666666666,0.10768806229530975,0.006157274737613696,0.07112196097783954,0.01131893261202743,0.0061837166344014555,0.06500000000000006,0.011346566058985593,0.006147061853305928,0.06500000000000004,0.01100863854778615,4.266666666666667,3.8666666666666663,4.033333333333333,5.0,4.9,4.413333333333333,4.0555555555555545,0.152752523165195,0.2309401076758502,0.2081665999466134,0.0,0.1732050807568876,0.1501110699893026,0.192450089729875
en_core_sci_lg,Llama,Llama_api,1,0.11375090315736812,0.4826136121989684,0.17213568198408127,0.115774742996334,0.4887639659102978,0.17516237807086119,0.125138302359304,0.5222974519990701,0.18911917651358676,0.0014774042825946826,0.0038585129049610446,0.0013319952807489513,0.002045181743493671,0.0007687791215089876,0.0014718455207908842,0.004240751448090926,0.002230165164879837,0.004349255769277577,4.818181818181818,4.303030303030303,4.242424242424242,5.0,5.0,4.672727272727273,4.454545454545454,0.0909090909090908,0.052486388108148,0.1049727762162955,0.0,0.0,0.0181818181818183,0.03030303030303
en_core_sci_lg,Llama,Llama_api,2,0.23817096158024578,0.6837179487179487,0.3104640666144546,0.23817096158024578,0.6837179487179487,0.3104640666144546,0.25993303518603256,0.7681623931623932,0.34300521578084336,0.04362766650780987,0.021794494717703422,0.028027414376679535,0.04362766650780987,0.021794494717703422,0.028027414376679535,0.04419113432813207,0.002545875386086576,0.02253952536718113,3.6,2.9,3.266666666666667,5.0,4.966666666666667,3.9466666666666663,3.255555555555555,0.2645751311064592,0.1,0.1154700538379248,0.0,0.0577350269189623,0.0808290376865475,0.1170628194761414
en_core_sci_lg,Llama,Llama_api,3,0.08409237883405281,0.6180067103241976,0.14214117239294097,0.08453340705985928,0.6189027676718678,0.14273225583631644,0.09425624804979388,0.6565991249309714,0.15868921125469396,0.0027363407490331314,0.012974993530278723,0.0042300762332625145,0.002788730968208137,0.013718561369711956,0.004292610800575107,0.0034370299329161773,0.013697220341611768,0.005463474025319432,4.666666666666667,4.083333333333333,4.138888888888888,5.0,4.916666666666667,4.561111111111111,4.296296296296297,0.0,0.0833333333333333,0.1734721666221773,0.0,0.0,0.0481125224324683,0.0801875373874481
en_core_sci_lg,Llama,Llama_api,4,0.04527691571101092,0.6283333333333333,0.08240694598742411,0.0472586119227642,0.685,0.0862014981949399,0.05023516288725982,0.6733333333333333,0.09139838218440567,0.003638401613761538,0.036666666666666695,0.006395346181965433,0.003448502182895026,0.03844187531556933,0.006139474932999997,0.0031344937218482855,0.03179797338056486,0.005599505730677349,4.4,3.9,4.166666666666667,5.0,4.833333333333333,4.46,4.155555555555555,0.0,0.1000000000000002,0.2516611478423586,0.0,0.1527525231651947,0.1000000000000003,0.1170628194761416
en_core_sci_lg,Llama,Llama_api,5,0.060299158207218824,0.4336395086395086,0.10095571666306367,0.06281262166225629,0.44398333148333147,0.104984963878114,0.07128042056037022,0.4713402338402339,0.11805959404060158,0.012213934891242112,0.056064603764326926,0.020561197547127975,0.011694195332698552,0.055602316752489736,0.01987959709381377,0.01035786548778748,0.05048758231682614,0.017846765126315486,4.333333333333333,4.0606060606060606,4.151515151515151,5.0,4.787878787878788,4.466666666666666,4.181818181818182,0.209945552432591,0.18924236358783,0.1049727762162955,0.0,0.0524863881081477,0.1001376463142926,0.1515151515151513
en_core_sci_lg,Llama,Llama_api,6,0.056994070883747555,0.6844444444444445,0.10282586545392185,0.05942272490568721,0.7466666666666666,0.10742531218850264,0.05997813564469603,0.6966666666666667,0.10791992569783264,0.0007418735658700659,0.03938179688543847,0.0022343104480667666,0.0008615037599855901,0.035862391318916644,0.00165561999872736,0.00146991836667327,0.03586239131891677,0.002541975139912241,4.466666666666667,3.8333333333333335,4.1,5.0,4.9,4.46,4.133333333333333,0.2081665999466135,0.3055050463303889,0.0,0.0,0.1000000000000002,0.0916515138991165,0.1666666666666666
