model,category_id,question_index,num_iterations,GPT1_mean,GPT2_mean,GPT3_mean,GPT4_mean,GPT5_mean,GPT_overall_score_mean,GPT_overall_score_wo_Q4&5_mean,GPT1_std,GPT2_std,GPT3_std,GPT4_std,GPT5_std,GPT_overall_score_std,GPT_overall_score_wo_Q4&5_std,nlp_model,precision_mean,precision_std,recall_mean,recall_std,f1_score_mean,f1_score_std,synonyms_precision_mean,synonyms_precision_std,synonyms_recall_mean,synonyms_recall_std,synonyms_f1_mean,synonyms_f1_std,synonyms_lemmatized_precision_mean,synonyms_lemmatized_precision_std,synonyms_lemmatized_recall_mean,synonyms_lemmatized_recall_std,synonyms_lemmatized_f1_mean,synonyms_lemmatized_f1_std
rephrased_true_answers,1,0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en_core_sci_lg,0.2163435480508651,0.0240040408208122,0.2222222222222222,0.0296077061122884,0.2192199502326084,0.0266879022807646,0.2163435480508651,0.0240040408208122,0.2222222222222222,0.0296077061122884,0.2192199502326084,0.0266879022807646,0.2563090418353576,0.022896950151407,0.2941176470588235,0.0294117647058823,0.2738834725136095,0.0255842409619904
rephrased_true_answers,1,1,3,0.0,0.0,1.0,0.0,0.0,0.2,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en_core_sci_lg,0.6666666666666666,0.0,0.8000000000000002,0.0,0.7272727272727272,0.0,0.6666666666666666,0.0,0.8000000000000002,0.0,0.7272727272727272,0.0,0.6666666666666666,0.0,0.8000000000000002,0.0,0.7272727272727272,0.0
rephrased_true_answers,1,2,3,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,3.333333333333333,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,en_core_sci_lg,0.4358974358974359,0.0444115591684327,0.5151515151515151,0.0524863881081477,0.4722222222222221,0.0481125224324687,0.4358974358974359,0.0444115591684327,0.5151515151515151,0.0524863881081477,0.4722222222222221,0.0481125224324687,0.4358974358974359,0.0444115591684327,0.5151515151515151,0.0524863881081477,0.4722222222222221,0.0481125224324687
rephrased_true_answers,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en_core_sci_lg,0.4285714285714285,0.0,0.4285714285714285,0.0,0.4285714285714285,0.0,0.4285714285714285,0.0,0.4285714285714285,0.0,0.4285714285714285,0.0,0.4642857142857142,0.0,0.4642857142857142,0.0,0.4642857142857142,0.0
rephrased_true_answers,1,4,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en_core_sci_lg,0.3105546026300743,0.0170176965983906,0.3983739837398374,0.0140817138826737,0.3488946042137531,0.0143834789456971,0.3105546026300743,0.0170176965983906,0.3983739837398374,0.0140817138826737,0.3488946042137531,0.0143834789456971,0.3166152086906804,0.0065271519655008,0.4166666666666667,0.0144337567297406,0.3596805634157077,0.0052508489837626
rephrased_true_answers,1,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en_core_sci_lg,0.3333333333333333,0.0,0.4285714285714285,0.0,0.375,0.0,0.3333333333333333,0.0,0.4285714285714285,0.0,0.375,0.0,0.3333333333333333,0.0,0.5,0.0,0.4000000000000001,0.0
rephrased_true_answers,1,6,3,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,en_core_sci_lg,0.1964285714285714,0.0154647393532935,0.3333333333333333,0.0,0.2469565217391304,0.0120490490961312,0.1964285714285714,0.0154647393532935,0.3333333333333333,0.0,0.2469565217391304,0.0120490490961312,0.1964285714285714,0.0154647393532935,0.3333333333333333,0.0,0.2469565217391304,0.0120490490961312
rephrased_true_answers,1,7,3,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,2.8867513459481287,en_core_sci_lg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rephrased_true_answers,1,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en_core_sci_lg,0.6547619047619048,0.0515491311776452,0.7142857142857143,0.0,0.6825396825396824,0.0274928699614107,0.6547619047619048,0.0515491311776452,0.7142857142857143,0.0,0.6825396825396824,0.0274928699614107,0.6547619047619048,0.0515491311776452,0.7142857142857143,0.0,0.6825396825396824,0.0274928699614107
rephrased_true_answers,1,9,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,en_core_sci_lg,0.4319187608661293,0.0366055814089432,0.5517241379310346,0.0597258899161681,0.4844657829732456,0.045900774598029,0.4319187608661293,0.0366055814089432,0.5517241379310346,0.0597258899161681,0.4844657829732456,0.045900774598029,0.5175438596491229,0.0303868562731382,0.6551724137931035,0.0597258899161681,0.5781859931113663,0.0421578382554078
